fk_pmid,year,abstract,diversity,soc_diversity,h1_totals,h2_totals,h3_totals
26299477,2015,"The broad diversity of cell types within vertebrates arises from a unique genetic blueprint by combining intrinsic cellular information with developmental and other extrinsic signals. Lying at the interface between cellular signals and the DNA is the chromatin, a dynamic nucleoprotein complex that helps to mediate gene regulation. The most basic subunit of chromatin, the nucleosome, consists of DNA wrapped around histones, a set of proteins that play crucial roles as scaffolding molecules and regulators of gene expression. Growing evidence indicates that canonical histones are commonly replaced by protein variants before and during cellular transitions. We highlight exciting new results suggesting that histone variants are essential players in the control of cellular plasticity during development and in the adult nervous system. ",1,1,2,0,0
15637280,2005,"Calcium is known to play vital roles in diverse physiological processes, and it is known that voltage-gated calcium channels (Cav) mediate calcium influx in excitable cells. However, no consensus exists on the molecular identity of the calcium channels present in nonexcitable cells such as T lymphocytes. Here, we demonstrate that T lymphocytes express both regulatory beta4 and poreforming Cav1 alpha1 subunits of Cav channels. Cav beta4-mutant T lymphocytes fail to acquire normal functions and display impairment in the calcium response, activation of the transcription factor NFAT, and cytokine production. Although Cav1 channels of lymphocytes retain their voltage dependency, T cell receptor stimulation dramatically increases channel opening, providing a new mechanism for calcium entry in lymphocytes.",1,0,1,0,0
28813180,2017,"Tumor-associated inflammation is predictive of poor prognosis and drives a variety of tumorigenic phenotypes, including tumor proliferation and survival, angiogenesis, invasiveness, and metastasis. Here, we review mammalian data addressing the interaction of macroautophagy/autophagy with key signaling cascades associated with tumor inflammation. Although our understanding of this area remains incomplete, certain inflammatory pathways have emerged as important mediators of the crosstalk between autophagy and inflammation in tumors. Consistent with the multifaceted roles for autophagy in tumor cells, results to date support the hypothesis that inflammatory pathways can suppress or induce autophagy in a context-dependent manner; in turn, autophagy suppresses or promotes inflammation in cancers. Furthermore, emerging data suggest that autophagy may influence cytokine production and secretion via diverse mechanisms, which has implications for the immune and inflammatory microenvironment in tumors.",1,0,1,0,0
30796141,2019,"Physicians in most specialties frequently encounter patients with neurologic conditions. For most non-neurologists, postgraduate neurologic education is variable and often limited, so every medical school's curriculum must include clinical learning experiences to ensure that all graduating medical students have the basic knowledge and skills required to care for patients with common neurologic symptoms and neurologic emergencies. In the nearly 20 years that have elapsed since the development of the initial American Academy of Neurology (AAN)-endorsed core curriculum for neurology clerkships, many medical school curricula have evolved to include self-directed learning, shortened foundational coursework, earlier clinical experiences, and increased utilization of longitudinal clerkships. A workgroup of both the Undergraduate Education Subcommittee and Consortium of Neurology Clerkship Directors of the AAN was formed to update the prior curriculum to ensure that the content is current and the format is consistent with evolving medical school curricula. The updated curriculum document replaces the term clerkship with experience, to allow for its use in nontraditional curricular structures. Other changes include a more streamlined list of symptom complexes, provision of a list of recommended clinical encounters, and incorporation of midrotation feedback. The hope is that these additions will provide a helpful resource to curriculum leaders in meeting national accreditation standards. The curriculum also includes new learning objectives related to cognitive bias, diagnostic errors, implicit bias, care for a diverse patient population, public health impact of neurologic disorders, and the impact of socioeconomic and regulatory factors on access to diagnostic and therapeutic resources.",1,1,2,0,1
22049057,2011,"Nicaragua was the first developing nation to implement universal infant rotavirus immunization with the pentavalent rotavirus vaccine (RV5). Initial studies of vaccine effectiveness in Nicaragua and other developing nations have focused on the prevention of hospitalizations and severe rotavirus diarrhea. However, rotavirus diarrhea is more commonly treated in the primary care setting, with only 1-3% of rotavirus cases receiving hospital care. We measured the prevalence of rotavirus infection in primary care clinics in León, Nicaragua, after introduction of the immunization program. In the post-vaccine period, 3.5% (95% confidence interval = 1.9-5.8) of children seeking care for diarrhea tested positive for rotavirus. A high diversity of rotavirus genotypes was encountered among the few positive samples. In conclusion, rotavirus was an uncommon cause of childhood diarrhea in this primary care setting after implementation of a rotavirus immunization program.",1,1,4,0,4
27852433,2016,"Faculty diversity is a longstanding challenge in the US. However, we lack a quantitative and systemic understanding of how the career transitions into assistant professor positions of PhD scientists from underrepresented minority (URM) and well-represented (WR) racial/ethnic backgrounds compare. Between 1980 and 2013, the number of PhD graduates from URM backgrounds increased by a factor of 9.3, compared with a 2.6-fold increase in the number of PhD graduates from WR groups. However, the number of scientists from URM backgrounds hired as assistant professors in medical school basic science departments was not related to the number of potential candidates (R",1,1,5,2,2
28796300,2017,"Apelin is an endogenous ligand of seven-transmembrane G protein-coupled receptor APJ. Apelin and APJ are distributed in various tissues, including the heart, lung, kidney, and even in tumor tissues. Studies show that apelin mRNA is highly expressed in the inner stripe of kidney outer medulla, which plays an important role in process of water and sodium balance. Additionally, more studies also indicate that apelin/APJ system exerts a broad range of activities in kidney. Therefore, we review the role of apelin/APJ system in kidney diseases such as renal fibrosis, renal ischemia/reperfusion injury, diabetic nephropathy, polycystic kidney disease, and hemodialysis (HD). Apelin/APJ system can improve renal interstitial fibrosis by reducing the deposition of extracellular matrix. Apelin/APJ system significantly reduces renal ischemia/reperfusion injury by inhibiting renal cell death. Apelin/APJ system involves the progression of diabetic nephropathy (DN). Apelin/APJ system also predicts the process of polycystic kidney disease. Besides, apelin/APJ system prevents some dialysis complications in HD patients. And apelin/APJ system alleviates chronic kidney disease (CKD) by inhibiting vascular calcification (VC). Overall, apelin/APJ system plays diversified roles in kidney disease and may be a potential target for the treatment of kidney disease.",1,0,1,0,0
33033407,2020,"Therapeutic resistance continues to be an indominable foe in our ambition for curative cancer treatment. Recent insights into the molecular determinants of acquired treatment resistance in the clinical and experimental setting have challenged the widely held view of sequential genetic evolution as the primary cause of resistance and brought into sharp focus a range of non-genetic adaptive mechanisms. Notably, the genetic landscape of the tumour and the non-genetic mechanisms used to escape therapy are frequently linked. Remarkably, whereas some oncogenic mutations allow the cancer cells to rapidly adapt their transcriptional and/or metabolic programme to meet and survive the therapeutic pressure, other oncogenic drivers convey an inherent cellular plasticity to the cancer cell enabling lineage switching and/or the evasion of anticancer immunosurveillance. The prevalence and diverse array of non-genetic resistance mechanisms pose a new challenge to the field that requires innovative strategies to monitor and counteract these adaptive processes. In this Perspective we discuss the key principles of non-genetic therapy resistance in cancer. We provide a perspective on the emerging data from clinical studies and sophisticated cancer models that have studied various non-genetic resistance pathways and highlight promising therapeutic avenues that may be used to negate and/or counteract the non-genetic adaptive pathways.",1,0,1,0,0
15247065,2004,"Phytochemicals are emerging comprehensive and versatile sources of antioxidants to be consumed to enhance the body's defenses against harmful reactive oxygen species generated endogenously or exogenously. Tocols, favonoids, and phenolic acids compose the majority of this class of antioxidants, although more complex compounds may also be involved, such as ginsenosides. In vitro and in vivo studies have demonstrated convincingly that dietary supplementation of phytochemicals has beneficial effects against certain types of pathogenesis, disease, cancer, and aging. There is evidence that these effects are related to the ability of phytochemicals to promote the antioxidant defense system and reduce oxidative stress and damage in the cell. However, due to their structural and chemical diversity and complexity, many of the benefits as well as potential adverse effects remain to be examined.",1,1,2,0,0
19303166,2009,"The sense of smell is a complex molecular device, encompassing several hundred olfactory receptor proteins (ORs). These receptors, encoded by the largest human gene superfamily, integrate odorant signals into an accurate 'odor image' in the brain. Widespread phenotypic diversity in human olfaction is, in part, attributable to prevalent genetic variation in OR genes, owing to copy number variation, deletion alleles and deleterious single nucleotide polymorphisms. The development of new genomic tools, including next generation sequencing and CNV assays, provides opportunities to characterize the genetic variations of this system. The advent of large-scale functional screens of expressed ORs, combined with genetic association studies, has the potential to link variations in ORs to human chemosensory phenotypes. This promises to provide a genome-wide view of human olfaction, resulting in a deeper understanding of personalized odor coding, with the potential to decipher flavor and fragrance preferences.",1,0,1,0,0
30988189,2019,"Efforts to mitigate the current biodiversity crisis require a better understanding of how and why humans value other species. We use Internet query data and citizen science data to characterize public interest in 621 bird species across the United States. We estimate the relative popularity of different birds by quantifying how frequently people use Google to search for species, relative to the rates at which they are encountered in the environment. In intraspecific analyses, we also quantify the degree to which Google searches are limited to, or extend beyond, the places in which people encounter each species. The resulting metrics of popularity and geographic specificity of interest allow us to define aspects of relationships between people and birds within a cultural niche space. We then estimate the influence of species traits and socially constructed labels on niche positions to assess the importance of observations and ideas in shaping public interest in birds. Our analyses show clear effects of migratory strategy, color, degree of association with bird feeders, and, especially, body size on niche position. They also indicate that cultural labels, including ""endangered,"" ""introduced,"" and, especially, ""team mascot,"" are strongly associated with the magnitude and geographic specificity of public interest in birds. Our results provide a framework for exploring complex relationships between humans and other species and enable more informed decision-making across diverse bird conservation strategies and goals.",1,1,4,0,0
33051304,2020,"Coronavirus disease 2019 (COVID-19) is a novel infectious disease that has spread worldwide. In the United States, COVID-19 disproportionately affects racial and ethnic minorities, particularly African Americans, with an observed 2-fold higher rate for hospitalization and greater than 2-fold higher rate for death as compared with White Americans. The disparity seen with COVID-19 is consistent with patterns of disparities observed for cancer; it is well documented that 5-year survival rates for multiple cancers are lower in African Americans compared with White Americans. Root cause contributions for the disparity overlap between COVID-19 and cancer. While cancer is a genetic disease that is influenced by tissue microenvironment, COVID-19 is an infectious disease that is enabled by cellular expression of angiotensin-converting enzyme 2 receptors. However, socioeconomic disadvantages, level of education, lifestyle factors, health comorbidities, and limited access to medical care appear to fuel underlying risk for both cancer and COVID-19 disparities. In addition to African Americans demonstrating higher risk of acquiring and dying from either disease, they are underrepresented in clinical trials involving cancer or COVID-19. Long-term disparities are present with survivorship from cancer and may be likely with survivorship from COVID-19; both have revealed untoward effects on postdiagnosis economic viability for African Americans. Collaborative strategies that include community engagement, diverse participation in cancer and COVID-19 clinical trials, providing insurance for affected persons who lost employment due to either disease, and supporting safety-net and public hospitals for health care access will be critical to stem these disparities.",1,1,12,8,8
19254237,2009,"Estimating the financial value of pain informs issues as diverse as the market price of analgesics, the cost-effectiveness of clinical treatments, compensation for injury, and the response to public hazards. Such valuations are assumed to reflect a stable trade-off between relief of discomfort and money. Here, using an auction-based health-market experiment, we show that the price people pay for relief of pain is strongly determined by the local context of the market, that is, by recent intensities of pain or immediately disposable income (but not overall wealth). The absence of a stable valuation metric suggests that the dynamic behavior of health markets is not predictable from the static behavior of individuals. We conclude that the results follow the dynamics of habit-formation models of economic theory, and thus, this study provides the first scientific basis for this type of preference modeling.",1,0,1,0,0
21447394,2011,"In recent years, the scope of neuroimaging research has been substantially extended by multivariate decoding methodology. Decoding techniques allow us to address a number of important questions that are frequently neglected in more conventional analyses. They allow us to focus on storage of ""mental content"" in brain regions, rather than on overall levels of activation. They directly address the question how much information can be ""read out"" of brain activity patterns, thus inverting the classical direction of inference that attempts to explain brain activity from mental state variables. At the same time, they provide a much higher sensitivity to detection of effects than conventional approaches. This special issue is a showcase of research in this emerging field. Besides five invited review papers by key experts in the field, it presents a representative selection of work showing the diversity and power of multivariate decoding analyses ranging from methodological foundations to cognitive and clinical studies.",1,0,1,0,0
14572317,2003,"BACKGROUND:
In response to increased global public health funding initiatives to HIV/AIDS care in Africa, this study aimed to describe practice models, strategies and challenges to delivering end-of-life care in sub-Saharan Africa.
METHODS:
A survey end-of-life care programs was conducted, addressing the domains of service aims and configuration, barriers to pain control, governmental endorsement and strategies, funding, monitoring and evaluation, and research. Both closed and qualitative responses were sought.
RESULTS:
Despite great structural challenges, data from 48 programs in 14 countries with a mean annual funding of US 374,884 dollars demonstrated integrated care delivery across diverse settings. Care was commonly integrated with all advanced disease care (67%) and disease stages (65% offering care from diagnosis). The majority (98%) provided home-based care for a mean of 301 patients. Ninety-four percent reported challenges in pain control (including availability, lack of trained providers, stigma and legal restrictions), and 77% addressed the effects of poverty on disease progression and management. Although 85% of programs reported Government endorsement, end-of-life and palliative care National strategies were largely absent.
CONCLUSIONS:
The interdependent tasks of expanding pain control, balancing quality and coverage of care, providing technical assistance in monitoring and evaluation, collaborating between donor agencies and governments, and educating policy makers and program directors of end-of-life care are all necessary if resources are to reach their goals.
",1,1,2,0,3
8354827,1993,"OBJECTIVE:
The objectives of this study were to determine the anatomic and physiological factors most responsible for the severe symptoms and poor prognosis of infants with scimitar syndrome.
BACKGROUND:
Whereas the diagnosis of scimitar syndrome is often made incidentally in older children and adults who undergo chest radiography for diverse reasons, infants in whom the diagnosis is made typically present with severe symptoms and have a poor prognosis.
METHODS:
The clinical, catheterization and imaging data of 13 consecutive infants with scimitar syndrome who underwent cardiac catheterization in the 1st 6 months of life were reviewed, with emphasis on the pulmonary artery pressure, pulmonary and cardiovascular anatomy, therapeutic interventions and outcome.
RESULTS:
Twelve of the 13 infants had pulmonary hypertension at the time of diagnosis. Six patients died despite specific treatment. Eleven of 13 infants had associated cardiac malformations and 9 had large systemic arterial collateral channels to the right lung. Seven patients had anomalies involving the left side of the heart, especially varying degrees of hypoplasia of the left heart or aorta, and six of these patients died. Ten patients underwent surgical or transcatheter therapy in the 1st year of life. Systemic arteries to the right lung were ligated in three patients and occluded by transcatheter embolization in four. Balloon angioplasty was carried out in two patients, one with stenosis of the left-sided pulmonary veins and one with stenosis of the anomalous right pulmonary vein. The latter had placement of a balloon-expandable stent. In both patients, pulmonary vein stenosis progressed. Six patients had surgical repair of associated cardiovascular anomalies, and two required repair of extracardiac congenital anomalies. Occlusion of the anomalous systemic arteries was generally associated with clinical improvement, but congestive heart failure and pulmonary hypertension recurred in those patients with associated cardiovascular anomalies, whose condition subsequently responded after correction of the shunt lesions.
CONCLUSIONS:
The severe symptoms and pulmonary hypertension found in infants with scimitar syndrome have many causes. Anomalous systemic arterial supply, pulmonary vein stenosis and associated cardiovascular anomalies play a significant role, and the ultimate outcome of individual infants depends on the feasibility of treating these anomalies in early infancy.
",1,1,4,0,0
20027309,2009,"Nuclear receptors (NRs) comprise a family of ligand-regulated transcription factors that control diverse critical biological processes including various aspects of brain development. Eighteen NR genes exist in the Drosophila genome. To explore their roles in brain development, we knocked down individual NRs through the development of the mushroom bodies (MBs) by targeted RNAi. Besides recapitulating the known MB phenotypes for three NRs, we found that unfulfilled (unf), an ortholog of human photoreceptor specific nuclear receptor (PNR), regulates axonal morphogenesis and neuronal subtype identity. The adult MBs develop through remodeling of gamma neurons plus de-novo elaboration of both alpha'/beta' and alpha/beta neurons. Notably, unf is largely dispensable for the initial elaboration of gamma neurons, but plays an essential role in their re-extension of axons after pruning during early metamorphosis. The subsequently derived MB neuron types also require unf for extension of axons beyond the terminus of the pruned bundle. Tracing single axons revealed misrouting rather than simple truncation. Further, silencing unf in single-cell clones elicited misguidance of axons in otherwise unperturbed MBs. Such axon guidance defects may occur as MB neurons partially lose their subtype identity, as evidenced by suppression of various MB subtype markers in unf knockdown MBs. In sum, unf governs axonal morphogenesis of multiple MB neuron types, possibly through regulating neuronal subtype identity.",1,1,2,0,0
11743841,2001,"Culture fundamentally shapes how individuals make meaning out of illness, suffering, and dying. With increasing diversity in the United States, encounters between patients and physicians of different backgrounds are becoming more common. Thus the risk for cross-cultural misunderstandings surrounding care at the end of life is also increasing. Studies have shown cultural differences in attitudes toward truth telling, life-prolonging technology, and decision-making styles at the end of life. Using 2 case studies of patients, one of an African American couple in the southern United States and the other of a Chinese-American family in Hawaii, we outline some of the major issues involved in cross-cultural care and indicate how the patient, family, and clinician can navigate among differing cultural beliefs, values, and practices. Skilled use of cross-cultural understanding and communication techniques increases the likelihood that both the process and outcomes of care are satisfactory for all involved.",1,1,6,1,5
18715682,2008,"After being victims of a serious iatrogenous damage, what kind of relationship can patients rebuild with the world of medicine? In this article, I examine this question in terms of the contaminated blood affair in France. Using a qualitative study of haemophiliac patients and their families as a base, I looked at the changes in their modes of commitment to medicine, from the period preceding contamination with AIDS through blood transfusion, until the present day. It would seem that the experience of iatrogenous injustice was at the root of a major reconfiguration: all of the patients looked back over their trajectories, examined their relationship with the medical world and changed their positions, but without necessarily drawing the same conclusions or taking the same stances. This article looks at the change from relationships essentially based on cooperation to relationships that are more negotiated. It also shows the current diversity in forms of commitment: they are the fruit of critical work, carried out by patients and their families, which reassesses both the cognitive and moral bases of medical legitimacy. The analysis of the reconfiguration of the relationships that haemophiliac patients have had with the medical world in the aftermath of the contaminated blood affair is enlightening in two ways. First of all, the current medical world would appear to be deeply marked by health scandals and the victims have become prime actors. Secondly, the experience of iatrogenicity asks, with especial acuteness, the question of confidence that is at the core of any clinical relationship. It thus has a heuristic value of general scope.",1,1,2,0,1
22685571,2012,"Mutation of the staphylococcal accessory regulator (sarA) limits biofilm formation in diverse strains of Staphylococcus aureus, but there are exceptions. One of these is the commonly studied strain Newman. This strain has two defects of potential relevance, the first being mutations that preclude anchoring of the fibronectin-binding proteins FnbA and FnbB to the cell wall, and the second being a point mutation in saeS that results in constitutive activation of the saePQRS regulatory system. We repaired these defects to determine whether either plays a role in biofilm formation and, if so, whether this could account for the reduced impact of sarA in Newman. Restoration of surface-anchored FnbA enhanced biofilm formation, but mutation of sarA in this fnbA-positive strain increased rather than decreased biofilm formation. Mutation of sarA in an saeS-repaired derivative of Newman (P18L) or a Newman saeRS mutant (ΔsaeRS) resulted in a biofilm-deficient phenotype like that observed in clinical isolates, even in the absence of surface-anchored FnbA. These phenotypes were correlated with increased production of extracellular proteases and decreased accumulation of FnbA and/or Spa in the P18L and ΔsaeRS sarA mutants by comparison to the Newman sarA mutant. The reduced accumulation of Spa was reversed by mutation of the gene encoding aureolysin, while the reduced accumulation of FnbA was reversed by mutation of the sspABC operon. These results demonstrate that saeRS and sarA act synergistically to repress the production of extracellular proteases that would otherwise limit accumulation of critical proteins that contribute to biofilm formation, with constitutive activation of saeRS limiting protease production, even in a sarA mutant, to a degree that can be correlated with increased enhanced capacity to form a biofilm. Although it remains unclear whether these effects are mediated directly or indirectly, studies done with an sspA::lux reporter suggest they are mediated at a transcriptional level.",1,0,1,0,0
27238024,2016,"Odor perception in mammals is mediated by parallel sensory pathways that convey distinct information about the olfactory world. Multiple olfactory subsystems express characteristic seven-transmembrane G-protein-coupled receptors (GPCRs) in a one-receptor-per-neuron pattern that facilitates odor discrimination. Sensory neurons of the ""necklace"" subsystem are nestled within the recesses of the olfactory epithelium and detect diverse odorants; however, they do not express known GPCR odor receptors. Here, we report that members of the four-pass transmembrane MS4A protein family are chemosensors expressed within necklace sensory neurons. These receptors localize to sensory endings and confer responses to ethologically relevant ligands, including pheromones and fatty acids, in vitro and in vivo. Individual necklace neurons co-express many MS4A proteins and are activated by multiple MS4A ligands; this pooling of information suggests that the necklace is organized more like subsystems for taste than for smell. The MS4As therefore define a distinct mechanism and functional logic for mammalian olfaction. ",1,0,1,0,0
29255142,2017,"Whole cell responses arise from coordinated interactions between diverse human gene products functioning within various pathways underlying sub-cellular processes (SCP). Lower level SCPs interact to form higher level SCPs, often in a context specific manner to give rise to whole cell function. We sought to determine if capturing such relationships enables us to describe the emergence of whole cell functions from interacting SCPs. We developed the Molecular Biology of the Cell Ontology based on standard cell biology and biochemistry textbooks and review articles. Currently, our ontology contains 5,384 genes, 753 SCPs and 19,180 expertly curated gene-SCP associations. Our algorithm to populate the SCPs with genes enables extension of the ontology on demand and the adaption of the ontology to the continuously growing cell biological knowledge. Since whole cell responses most often arise from the coordinated activity of multiple SCPs, we developed a dynamic enrichment algorithm that flexibly predicts SCP-SCP relationships beyond the current taxonomy. This algorithm enables us to identify interactions between SCPs as a basis for higher order function in a context dependent manner, allowing us to provide a detailed description of how SCPs together can give rise to whole cell functions. We conclude that this ontology can, from omics data sets, enable the development of detailed SCP networks for predictive modeling of emergent whole cell functions.",1,0,1,0,0
15375023,2004,"The heart has a tremendous capacity for ATP generation, allowing it to function as an efficient pump throughout the life of the organism. The adult myocardium uses either fatty acid or glucose oxidation as its main energy source. Under normal conditions, the adult heart derives most of its energy through oxidation of fatty acids in mitochondria. However, the myocardium has a remarkable ability to switch between carbohydrate and fat fuel sources so that ATP production is maintained at a constant rate in diverse physiological and dietary conditions. This fuel selection flexibility is important for normal cardiac function. Although cardiac energy conversion capacity and metabolic flux is modulated at many levels, an important mechanism of regulation occurs at the level of gene expression. The expression of genes involved in multiple energy transduction pathways is dynamically regulated in response to developmental, physiological, and pathophysiological cues. This review is focused on gene transcription pathways involved in short- and long-term regulation of myocardial energy metabolism. Much of our knowledge about cardiac metabolic regulation comes from studies focused on mitochondrial fatty acid oxidation. The genes involved in this key energy metabolic pathway are transcriptionally regulated by members of the nuclear receptor superfamily, specifically the fatty acid-activated peroxisome proliferator-activated receptors (PPARs) and the nuclear receptor coactivator, PPARgamma coactivator-1alpha (PGC-1alpha). The dynamic regulation of the cardiac PPAR/PGC-1 complex in accordance with physiological and pathophysiological states will be described.",1,1,3,0,0
27178975,2016,"INTRODUCTION:
The variety of organisations providing National Health Service (NHS)-funded services in England is growing. Besides NHS hospitals and general practitioners (GPs), they include corporations, social enterprises, voluntary organisations and others. The degree to which these organisational types vary, however, in the ways they manage and provide services and in the outcomes for service quality, patient experience and innovation, remains unclear. This research will help those who commission NHS services select among the different types of organisation for different tasks.
RESEARCH QUESTIONS:
The main research questions are how organisationally diverse NHS-funded service providers vary in their responsiveness to patient choice, NHS commissioning and policy changes; and their patterns of innovation. We aim to assess the implications for NHS commissioning and managerial practice which follow from these differences.
METHODS AND ANALYSIS:
Systematic qualitative comparison across a purposive sample (c.12) of providers selected for maximum variety of organisational type, with qualitative studies of patient experience and choice (in the same sites). We focus is on NHS services heavily used by older people at high risk of hospital admission: community health services; out-of-hours primary care; and secondary care (planned orthopaedics or ophthalmology). The expected outputs will be evidence-based schemas showing how patterns of service development and delivery typically vary between different organisational types of provider.
ETHICS, BENEFITS AND DISSEMINATION:
We will ensure informants' organisational and individual anonymity when dealing with high profile case studies and a competitive health economy. The frail elderly is a key demographic sector with significant policy and financial implications. For NHS commissioners, patients, doctors and other stakeholders, the main outcome will be better knowledge about the relative merits of different kinds of healthcare provider. Dissemination will make use of strategies suggested by patient and public involvement, as well as DH and service-specific outlets.
",1,1,3,0,1
23160379,2012,"Claudins (CLDNs) are a family of integral membrane proteins central to the formation of tight junctions, structures that are involved in paracellular transport and cellular growth and differentiation, and are critical for the maintenance of cellular polarity. Recent studies have provided evidence that CLDNs are aberrantly expressed in diverse types of human cancers, including hepatocellular carcinomas (HCCs). However, little is known about how CLDN expression is involved in cancer progression. In this study, we show that CLDN1 has a causal role in the epithelial-mesenchymal transition (EMT) in human liver cells, and that the c-Abl-Ras-Raf-1-ERK1/2 signaling axis is critical for the induction of malignant progression by CLDN1. Overexpression of CLDN1 induced expression of the EMT-regulating transcription factors Slug and Zeb1, and thereby led to repression of E-cadherin, β-catenin expression, enhanced expression of N-cadherin and Vimentin, a loss of cell adhesion, and increased cell motility in normal liver cells and HCC cells. In line with these findings, inhibition of either c-Abl or ERK clearly attenuated CLDN1-induced EMT, as evidenced by a reversal of N-cadherin and E-cadherin expression patterns, and restored normal motility. Collectively, these results indicate that CLDN1 is necessary for the induction of EMT in human liver cells, and that activation of the c-Abl-Ras-Raf-1-ERK1/2 signaling pathway is required for CLDN1-induced acquisition of the malignant phenotype. The present observations suggest that CLDN1 could be exploited as a biomarker for liver cancer metastasis and might provide a pivotal point for therapeutic intervention in HCC.",1,0,1,0,0
29743675,2018,"For thousands of years the Eurasian steppes have been a centre of human migrations and cultural change. Here we sequence the genomes of 137 ancient humans (about 1× average coverage), covering a period of 4,000 years, to understand the population history of the Eurasian steppes after the Bronze Age migrations. We find that the genetics of the Scythian groups that dominated the Eurasian steppes throughout the Iron Age were highly structured, with diverse origins comprising Late Bronze Age herders, European farmers and southern Siberian hunter-gatherers. Later, Scythians admixed with the eastern steppe nomads who formed the Xiongnu confederations, and moved westward in about the second or third century BC, forming the Hun traditions in the fourth-fifth century AD, and carrying with them plague that was basal to the Justinian plague. These nomads were further admixed with East Asian groups during several short-term khanates in the Medieval period. These historical events transformed the Eurasian steppes from being inhabited by Indo-European speakers of largely West Eurasian ancestry to the mostly Turkic-speaking groups of the present day, who are primarily of East Asian ancestry.",1,1,5,2,16
27532495,2016,"Chile peppers, native to the Americas, have spread around the world and have been integrated into the diets of many cultures. Much like their heat content, nutritional content can vary dramatically between different pepper types. In this study, a diverse set of chile pepper types were examined for nutrient content. Some pepper types were found to have high levels of vitamin A, vitamin C, or folate. Correlations between nutrient content, species, cultivation status, or geographic region were limited. Varietal selection or plant breeding offer tools to augment nutrient content in peppers. Integration of nutrient rich pepper types into diets that already include peppers could help combat nutrient deficiencies by providing a significant portion of recommended daily nutrients. ",1,0,1,0,3
23469278,2013,"The deterioration of alpine grassland has great impact on ecosystem services in the alpine region of Qinghai-Tibetan Plateau. However, the effect of grassland degradation on ecosystem services and the consequence of grassland deterioration on economic loss still remains a mystery. So, in this study, we assessed four types of ecosystem services following the Millennium Ecosystem Assessment classification, along a degradation gradient. Five sites of alpine grassland at different levels of degradation were investigated in Guoluo Prefecture of Qinghai Province, China. The species composition, aboveground biomass, soil total organic carbon (TOC), and soil total nitrogen (TN) were tested to evaluate major ecological services of the alpine grassland. We estimated the value of primary production, carbon storage, nitrogen recycling, and plant diversity. The results show the ecosystem services of alpine grassland varied along the degradation gradient. The ecosystem services of degraded grassland (moderate, heavy and severe) were all significantly lower than non-degraded grassland. Interestingly, the lightly degraded grassland provided more economic benefit from carbon maintenance and nutrient sequestration compared to non-degraded. Due to the destruction of the alpine grassland, the economic loss associated with decrease of biomass in 2008 was $198/ha. Until 2008, the economic loss caused by carbon emissions and nitrogen loss on severely degraded grassland was up to $8 033/ha and $13 315/ha, respectively. Urgent actions are required to maintain or promote the ecosystem services of alpine grassland in the Qinghai-Tibetan Plateau.",1,0,1,0,10
31839128,2020,"BACKGROUND:
Describing the prevalence and trends of cardiometabolic risk factors that are associated with non-communicable diseases (NCDs) is crucial for monitoring progress, planning prevention, and providing evidence to support policy efforts. We aimed to analyse the transition in body-mass index (BMI), obesity, blood pressure, raised blood pressure, and diabetes in the Americas, between 1980 and 2014.
METHODS:
We did a pooled analysis of population-based studies with data on anthropometric measurements, biomarkers for diabetes, and blood pressure from adults aged 18 years or older. A Bayesian model was used to estimate trends in BMI, raised blood pressure (systolic blood pressure ≥140 mm Hg or diastolic blood pressure ≥90 mm Hg), and diabetes (fasting plasma glucose ≥7·0 mmol/L, history of diabetes, or diabetes treatment) from 1980 to 2014, in 37 countries and six subregions of the Americas.
FINDINGS:
389 population-based surveys from the Americas were available. Comparing prevalence estimates from 2014 with those of 1980, in the non-English speaking Caribbean subregion, the prevalence of obesity increased from 3·9% (95% CI 2·2-6·3) in 1980, to 18·6% (14·3-23·3) in 2014, in men; and from 12·2% (8·2-17·0) in 1980, to 30·5% (25·7-35·5) in 2014, in women. The English-speaking Caribbean subregion had the largest increase in the prevalence of diabetes, from 5·2% (2·1-10·4) in men and 6·4% (2·6-10·4) in women in 1980, to 11·1% (6·4-17·3) in men and 13·6% (8·2-21·0) in women in 2014). Conversely, the prevalence of raised blood pressure has decreased in all subregions; the largest decrease was found in North America from 27·6% (22·3-33·2) in men and 19·9% (15·8-24·4) in women in 1980, to 15·5% (11·1-20·9) in men and 10·7% (7·7-14·5) in women in 2014.
INTERPRETATION:
Despite the generally high prevalence of cardiometabolic risk factors across the Americas, estimates also showed a high level of heterogeneity in the transition between countries. The increasing prevalence of obesity and diabetes observed over time requires appropriate measures to deal with these public health challenges. Our results support a diversification of health interventions across subregions and countries.
FUNDING:
Wellcome Trust.
",1,1,12,0,7
